"Gene"	"Gene synonym"	"Ensembl"	"Gene description"	"Uniprot"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA cell line specificity"	"RNA cell line distribution"
"STAB1"	"CLEVER-1, FEEL-1, FELE-1, FEX1, KIAA0246, SCARH2, STAB-1"	"ENSG00000010327"	"Stabilin 1"	"Q9NY15"	"Tissue enhanced"	"Detected in all"	NA	"Group enriched"	"Detected in some"
"STAG2"	"SA-2, SA2, SCC3B"	"ENSG00000101972"	"Stromal antigen 2"	"Q8N3U4"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"STAG3"	NA	"ENSG00000066923"	"Stromal antigen 3"	"Q9UJ98"	"Tissue enriched"	"Detected in some"	11	"Group enriched"	"Detected in some"
"STAM"	"STAM1"	"ENSG00000136738"	"Signal transducing adaptor molecule"	"Q92783"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"STARD3"	"es64, MLN64"	"ENSG00000131748"	"StAR related lipid transfer domain containing 3"	"Q14849"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enriched"	"Detected in all"
"STARD8"	"ARHGAP38, KIAA0189"	"ENSG00000130052"	"StAR related lipid transfer domain containing 8"	"Q92502"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"STARD9"	"KIAA1300, KIF16A"	"ENSG00000159433"	"StAR related lipid transfer domain containing 9"	"Q9P2P6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"STAT2"	"STAT113"	"ENSG00000170581"	"Signal transducer and activator of transcription 2"	"P52630"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"STAT5A"	"MGF, STAT5"	"ENSG00000126561"	"Signal transducer and activator of transcription 5A"	"P42229"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"STEAP3"	"dudlin-2, STMP3, TSAP6"	"ENSG00000115107"	"STEAP3 metalloreductase"	"Q658P3"	"Group enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in many"
"STIP1"	"HOP, STI1"	"ENSG00000168439"	"Stress induced phosphoprotein 1"	"P31948"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"STK10"	"LOK, PRO2729"	"ENSG00000072786"	"Serine/threonine kinase 10"	"O94804"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"STK11"	"LKB1, PJS"	"ENSG00000118046"	"Serine/threonine kinase 11"	"Q15831"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"STK24"	"MST-3, MST3, MST3B, STE20, STK3"	"ENSG00000102572"	"Serine/threonine kinase 24"	"Q9Y6E0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"STK32A"	"MGC22688, YANK1"	"ENSG00000169302"	"Serine/threonine kinase 32A"	"Q8WU08"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"STK38L"	"KIAA0965, NDR2"	"ENSG00000211455"	"Serine/threonine kinase 38 like"	"Q9Y2H1"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"STPG2"	"C4orf37, MGC46496"	"ENSG00000163116"	"Sperm tail PG-rich repeat containing 2"	"Q8N412"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"STRN"	"PPP2R6A, STRN1"	"ENSG00000115808"	"Striatin"	"O43815"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"STRN4"	"PPP2R6C, ZIN"	"ENSG00000090372"	"Striatin 4"	"Q9NRL3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"STX1A"	"HPC-1, p35-1, STX1"	"ENSG00000106089"	"Syntaxin 1A"	"Q16623"	"Group enriched"	"Detected in many"	7	"Cell line enhanced"	"Detected in many"
"STX3"	"STX3A"	"ENSG00000166900"	"Syntaxin 3"	"Q13277"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"STXBP5"	"LLGL3, tomosyn"	"ENSG00000164506"	"Syntaxin binding protein 5"	"Q5T5C0"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"STXBP6"	"amisyn, HSPC156"	"ENSG00000168952"	"Syntaxin binding protein 6"	"Q8NFX7"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SUGP1"	"DKFZp434E2216, F23858, RBP, SF4"	"ENSG00000105705"	"SURP and G-patch domain containing 1"	"Q8IWZ8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"SUGP2"	"KIAA0365, SFRS14"	"ENSG00000064607"	"SURP and G-patch domain containing 2"	"Q8IX01"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"SULT1A2"	"HAST4, STP2"	"ENSG00000197165"	"Sulfotransferase family 1A member 2"	"P50226"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SULT4A1"	"hBR-STL-1, SULTX3"	"ENSG00000130540"	"Sulfotransferase family 4A member 1"	"Q9BR01"	"Tissue enriched"	"Detected in many"	20	"Group enriched"	"Detected in some"
"SUPT16H"	"CDC68, FACT, FACTP140, FLJ10857, FLJ14010, SPT16/CDC68"	"ENSG00000092201"	"SPT16 homolog, facilitates chromatin remodeling subunit"	"Q9Y5B9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"SUPT5H"	"FLJ34157, SPT5, SPT5H"	"ENSG00000196235"	"SPT5 homolog, DSIF elongation factor subunit"	"O00267"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"SUPT6H"	"KIAA0162, SPT6H"	"ENSG00000109111"	"SPT6 homolog, histone chaperone"	"Q7KZ85"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"SVEP1"	"bA427L11.3, C9orf13, FLJ13529, POLYDOM"	"ENSG00000165124"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"	"Q4LDE5"	"Tissue enriched"	"Detected in many"	8	"Group enriched"	"Detected in some"
"SYBU"	"FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL"	"ENSG00000147642"	"Syntabulin"	"Q9NX95"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SYCP2L"	"C6orf177, dJ62D2.1, NO145"	"ENSG00000153157"	"Synaptonemal complex protein 2 like"	"Q5T4T6"	"Tissue enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in some"
"SYNE1"	"8B, ARCA1, C6orf98, CPG2, dJ45H2.2, enaptin, KIAA0796, MYNE1, Nesp1, Nesprin-1, SCAR8, SYNE-1B"	"ENSG00000131018"	"Spectrin repeat containing nuclear envelope protein 1"	"Q8NF91"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"SYNE2"	"DKFZP434H2235, KIAA1011, Nesp2, Nesprin-2, NUA, NUANCE, SYNE-2"	"ENSG00000054654"	"Spectrin repeat containing nuclear envelope protein 2"	"Q8WXH0"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"SYNGAP1"	"KIAA1938, RASA5, SYNGAP"	"ENSG00000197283"	"Synaptic Ras GTPase activating protein 1"	"Q96PV0"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SYNGR1"	NA	"ENSG00000100321"	"Synaptogyrin 1"	"O43759"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"SYNJ2"	"INPP5H"	"ENSG00000078269"	"Synaptojanin 2"	"O15056"	"Tissue enriched"	"Detected in all"	4	"Cell line enhanced"	"Detected in many"
"SYNM"	"DMN, KIAA0353, SYN"	"ENSG00000182253"	"Synemin"	"O15061"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SYNPO"	"KIAA1029"	"ENSG00000171992"	"Synaptopodin"	"Q8N3V7"	"Group enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in many"
"SYNRG"	"AP1GBP1, MGC104959, SYNG"	"ENSG00000275066"	"Synergin gamma"	"Q9UMZ2"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"SYT13"	"KIAA1427"	"ENSG00000019505"	"Synaptotagmin 13"	"Q7L8C5"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"SYT15"	"CHR10SYT"	"ENSG00000204176"	"Synaptotagmin 15"	"Q9BQS2"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SYT16"	"CHR14SYT, Strep14, SYT14L, yt14r"	"ENSG00000139973"	"Synaptotagmin 16"	"Q17RD7"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"SYT3"	NA	"ENSG00000213023"	"Synaptotagmin 3"	"Q9BQG1"	"Tissue enriched"	"Detected in many"	9	"Cell line enhanced"	"Detected in some"
"SYT4"	"HsT1192, KIAA1342"	"ENSG00000132872"	"Synaptotagmin 4"	"Q9H2B2"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enriched"	"Detected in some"
"SYTL3"	"exophilin-6, SLP3"	"ENSG00000164674"	"Synaptotagmin like 3"	"Q4VX76"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"SZRD1"	"C1orf144, DKFZp566C0424"	"ENSG00000055070"	"SUZ RNA binding domain containing 1"	"Q7Z422"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TAAR6"	"TA4, TRAR4"	"ENSG00000146383"	"Trace amine associated receptor 6"	"Q96RI8"	"Tissue enhanced"	"Detected in single"	NA	"Cell line enriched"	"Detected in single"
"TAB1"	"MAP3K7IP1"	"ENSG00000100324"	"TGF-beta activated kinase 1 (MAP3K7) binding protein 1"	"Q15750"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TAB2"	"KIAA0733, MAP3K7IP2"	"ENSG00000055208"	"TGF-beta activated kinase 1/MAP3K7 binding protein 2"	"Q9NYJ8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TACC2"	"AZU-1"	"ENSG00000138162"	"Transforming acidic coiled-coil containing protein 2"	"O95359"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"TACSTD2"	"EGP-1, GA733-1, M1S1, TROP2"	"ENSG00000184292"	"Tumor associated calcium signal transducer 2"	"P09758"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"TAF1"	"BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, NSCL2, TAF2A, TAFII250"	"ENSG00000147133"	"TATA-box binding protein associated factor 1"	"P21675"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TAF1L"	NA	"ENSG00000122728"	"TATA-box binding protein associated factor 1 like"	"Q8IZX4"	"Tissue enriched"	"Detected in some"	5	"Cell line enriched"	"Detected in single"
"TAF2"	"CIF150, TAF2B, TAFII150"	"ENSG00000064313"	"TATA-box binding protein associated factor 2"	"Q6P1X5"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TAF4"	"TAF2C, TAF2C1, TAF4A, TAFII130, TAFII135"	"ENSG00000130699"	"TATA-box binding protein associated factor 4"	"O00268"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"TAGLN"	"DKFZp686P11128, SM22, SMCC, TAGLN1, WS3-10"	"ENSG00000149591"	"Transgelin"	"Q01995"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"TANC2"	"DKFZP564D166, FLJ10215, FLJ11824, KIAA1148, KIAA1636, rols, ROLSA"	"ENSG00000170921"	"Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"	"Q9HCD6"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"TARBP1"	"TRM3, TRMT3, TRP-185"	"ENSG00000059588"	"TAR (HIV-1) RNA binding protein 1"	"Q13395"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"TARS2"	"FLJ12528, TARSL1"	"ENSG00000143374"	"Threonyl-tRNA synthetase 2, mitochondrial"	"Q9BW92"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TAS2R14"	"T2R14, TRB1"	"ENSG00000212127"	"Taste 2 receptor member 14"	"Q9NYV8"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"TAS2R43"	"T2R52"	"ENSG00000255374"	"Taste 2 receptor member 43"	"P59537"	"Low tissue specificity"	"Detected in some"	NA	"Cell line enriched"	"Detected in single"
"TAS2R9"	"T2R9, TRB6"	"ENSG00000121381"	"Taste 2 receptor member 9"	"Q9NYW1"	"Tissue enhanced"	"Detected in single"	NA	"Not detected"	"Not detected"
"TAX1BP1"	"CALCOCO3, TXBP151"	"ENSG00000106052"	"Tax1 binding protein 1"	"Q86VP1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TBC1D1"	"KIAA1108, TBC, TBC1"	"ENSG00000065882"	"TBC1 domain family member 1"	"Q86TI0"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TBC1D14"	"KIAA1322"	"ENSG00000132405"	"TBC1 domain family member 14"	"Q9P2M4"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"TBC1D16"	"FLJ20748, MGC25062"	"ENSG00000167291"	"TBC1 domain family member 16"	"Q8TBP0"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TBC1D19"	"FLJ11082"	"ENSG00000109680"	"TBC1 domain family member 19"	"Q8N5T2"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TBC1D20"	"C20orf140, dJ852M4.2"	"ENSG00000125875"	"TBC1 domain family member 20"	"Q96BZ9"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"TBC1D25"	"OATL1"	"ENSG00000068354"	"TBC1 domain family member 25"	"Q3MII6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TBC1D4"	"AS160, DKFZp779C0666, KIAA0603"	"ENSG00000136111"	"TBC1 domain family member 4"	"O60343"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TBC1D9B"	"GRAMD9B, KIAA0676"	"ENSG00000197226"	"TBC1 domain family member 9B"	"Q66K14"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TBCCD1"	"FLJ10560"	"ENSG00000113838"	"TBCC domain containing 1"	"Q9NVR7"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TBCD"	NA	"ENSG00000141556"	"Tubulin folding cofactor D"	"Q9BTW9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TBCK"	"HSPC302, MGC16169"	"ENSG00000145348"	"TBC1 domain containing kinase"	"Q8TEA7"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TBL3"	"SAZD, UTP13"	"ENSG00000183751"	"Transducin beta like 3"	"Q12788"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TBX1"	"CATCH22, VCF"	"ENSG00000184058"	"T-box 1"	"O43435"	"Tissue enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in some"
"TBX18"	NA	"ENSG00000112837"	"T-box 18"	"O95935"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"TBX2"	NA	"ENSG00000121068"	"T-box 2"	"Q13207"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"TBX21"	"T-bet, TBLYM"	"ENSG00000073861"	"T-box 21"	"Q9UL17"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enriched"	"Detected in single"
"TBX5"	"HOS"	"ENSG00000089225"	"T-box 5"	"Q99593"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"TCERG1"	"CA150, TAF2S, Urn1"	"ENSG00000113649"	"Transcription elongation regulator 1"	"O14776"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TCF12"	"bHLHb20, HEB, HsT17266, HTF4"	"ENSG00000140262"	"Transcription factor 12"	"Q99081"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TCP11"	"D6S230E, FPPR, KIAA0229"	"ENSG00000124678"	"T-complex 11"	"Q8WWU5"	"Tissue enriched"	"Detected in some"	64	"Cell line enhanced"	"Detected in some"
"TCTE1"	"D6S46, DRC5, FAP155, MGC33600"	"ENSG00000146221"	"T-complex-associated-testis-expressed 1"	"Q5JU00"	"Group enriched"	"Detected in some"	6	"Cell line enhanced"	"Detected in some"
"TCTEX1D4"	NA	"ENSG00000188396"	"Tctex1 domain containing 4"	"Q5JR98"	"Group enriched"	"Detected in some"	4	"Cell line enhanced"	"Detected in some"
"TDRD5"	"FLJ34823, TUDOR3"	"ENSG00000162782"	"Tudor domain containing 5"	"Q8NAT2"	"Tissue enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in some"
"TDRD7"	"PCTAIRE2BP"	"ENSG00000196116"	"Tudor domain containing 7"	"Q8NHU6"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TECPR1"	"DKFZP434B0335, FLJ23419, FLJ90593, KIAA1358"	"ENSG00000205356"	"Tectonin beta-propeller repeat containing 1"	"Q7Z6L1"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TECPR2"	"KIAA0329"	"ENSG00000196663"	"Tectonin beta-propeller repeat containing 2"	"O15040"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"TECTA"	"DFNA12, DFNA8, DFNB21"	"ENSG00000109927"	"Tectorin alpha"	"O75443"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"TEKT3"	"FLJ32828"	"ENSG00000125409"	"Tektin 3"	"Q9BXF9"	"Tissue enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in some"
"TELO2"	"hCLK2, KIAA0683, TEL2"	"ENSG00000100726"	"Telomere maintenance 2"	"Q9Y4R8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TENM1"	"ODZ1, ODZ3, TEN-M1, TNM"	"ENSG00000009694"	"Teneurin transmembrane protein 1"	"Q9UKZ4"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"TENM2"	"KIAA1127, ODZ2, Ten-M2"	"ENSG00000145934"	"Teneurin transmembrane protein 2"	"Q9NT68"	"Group enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in some"
"TENM4"	"KIAA1302, ODZ4, Ten-M4"	"ENSG00000149256"	"Teneurin transmembrane protein 4"	"Q6N022"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"TERF2"	"TRBF2, TRF2"	"ENSG00000132604"	"Telomeric repeat binding factor 2"	"Q15554"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TESK2"	NA	"ENSG00000070759"	"Testis-specific kinase 2"	"Q96S53"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TEX14"	"CT113"	"ENSG00000121101"	"Testis expressed 14, intercellular bridge forming factor"	"Q8IWB6"	"Tissue enriched"	"Detected in some"	35	"Cell line enhanced"	"Detected in some"
"TEX15"	"CT42"	"ENSG00000133863"	"Testis expressed 15, meiosis and synapsis associated"	"Q9BXT5"	"Group enriched"	"Detected in some"	8	"Cell line enhanced"	"Detected in some"
"TEX2"	"HT008, KIAA1738, TMEM96"	"ENSG00000136478"	"Testis expressed 2"	"Q8IWB9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TFDP1"	"DILC, Dp-1, DP1, DRTF1"	"ENSG00000198176"	"Transcription factor Dp-1"	"Q14186"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TFE3"	"bHLHe33, TFEA"	"ENSG00000068323"	"Transcription factor binding to IGHM enhancer 3"	"P19532"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TFIP11"	"DKFZP434B194, Spp382, TIP39"	"ENSG00000100109"	"Tuftelin interacting protein 11"	"Q9UBB9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"TFR2"	"HFE3, TFRC2"	"ENSG00000106327"	"Transferrin receptor 2"	"Q9UP52"	"Tissue enriched"	"Detected in some"	20	"Group enriched"	"Detected in some"
"TGFBR2"	"MFS2, TBR-ii, TBRII"	"ENSG00000163513"	"Transforming growth factor beta receptor 2"	"P37173"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TGFBR3"	"betaglycan, BGCAN"	"ENSG00000069702"	"Transforming growth factor beta receptor 3"	"Q03167"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"TGIF1"	"HPE4, TGIF"	"ENSG00000177426"	"TGFB induced factor homeobox 1"	"Q15583"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"TGM2"	"TGC"	"ENSG00000198959"	"Transglutaminase 2"	"P21980"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in many"
"TGM3"	"TGE"	"ENSG00000125780"	"Transglutaminase 3"	"Q08188"	"Group enriched"	"Detected in some"	8	"Cell line enriched"	"Detected in some"
"TGM6"	"dJ734P14.3, SCA35, TGM3L, TGY"	"ENSG00000166948"	"Transglutaminase 6"	"O95932"	"Group enriched"	"Detected in some"	34	"Cell line enriched"	"Detected in single"
"TGM7"	"TGMZ"	"ENSG00000159495"	"Transglutaminase 7"	"Q96PF1"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enriched"	"Detected in single"
"THADA"	"ARMC13, FLJ21877, GITA, KIAA1767"	"ENSG00000115970"	"THADA, armadillo repeat containing"	"Q6YHU6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"THAP9"	"FLJ34093"	"ENSG00000168152"	"THAP domain containing 9"	"Q9H5L6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"THBS2"	"TSP2"	"ENSG00000186340"	"Thrombospondin 2"	"P35442"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"THBS4"	NA	"ENSG00000113296"	"Thrombospondin 4"	"P35443"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"THOC2"	"CXorf3, dJ506G2.1, MRX12, MRX35, THO2"	"ENSG00000125676"	"THO complex 2"	"Q8NI27"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"THOC7"	"FLJ23445, fSAP24, NIF3L1BP1"	"ENSG00000163634"	"THO complex 7"	"Q6I9Y2"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"THRA"	"AR7, EAR-7.1/EAR-7.2, ERBA, ERBA1, NR1A1, THRA1, THRA2, THRA3"	"ENSG00000126351"	"Thyroid hormone receptor, alpha"	"P10827"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"THSD7A"	"KIAA0960"	"ENSG00000005108"	"Thrombospondin type 1 domain containing 7A"	"Q9UPZ6"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
